Review,Rating
I'll put the song at the front of the list .,neutral
Let ’ s move out of here . This apartment is too small .,neutral
It's E-A-K-I-N-S .,neutral
Pork . Where's the meat counter ?,neutral
It's a kitty .,neutral
That means Month / Day / Year . Use numbers .,neutral
"The results are too slow . On top of that , just the thought of smoking needles poking into my flesh frightens me .",neutral
"Are you being served , sir ?",neutral
I have one . We could share it . Which way are you going ?,neutral
What did you do today ?,neutral
Sure sounds good to me .,positive
I ’ ll get an electrician to repair it as soon as possible . Is that everything ?,neutral
"Yes , I do . The magazine arrives by post at the beginning of each month . Do you every buy magazines ?",neutral
Here is the fish counter . Look at the lobsters and crabs . Shall we have some ?,neutral
Do you promise ?,neutral
One last question-what are your hours ?,neutral
"You like this china tea set , don't you ?",neutral
Ask Daniel to give you a hand ?,neutral
It's a great game . There are a lot of new characters .,neutral
That's great and it was your first try .,positive
Yeah .,neutral
"It has a receiver , a CD player , a double cassette deck , and a turntable .",neutral
"To a disco ? Oh , no . You know I hate pop .",neutral
"Yeah , well , I fill you in one the details later .",neutral
Dieting . It's the price we pay to make men notice us .,neutral
Yes . The DS102 series .,neutral
"All right , Sir .",neutral
Please come again .,positive
Would you like to try this one on ?,neutral
"Good idea ! Well , Joan , I have something important to tell you .",positive
You can ’ t go any lower than that ?,neutral
"Oh , and there's one more thing you have to do every hour on the hour , sweets .",neutral
I think something must be done .,neutral
Thank you .,positive
All right . How about this one ?,neutral
"No . Um , do you carry any padded coat ?",neutral
You really shouldn't watch so much television .,neutral
Welcome to McDonald's . Can I take your order ?,neutral
Don ’ t you have air-conditioning in your apartment ? It ’ s sweltering here !,positive
OK . Can I see the room now ?,neutral
That's great . Thank you very much .,positive
I just like jogging .,neutral
"Oh , we're lucky today , aren't we ?",neutral
"Of course , you can . Wait a moment .",neutral
Here is the bigger size .,neutral
One thousand yuan .,neutral
"There it is . That is the pattern ! The set behind you . Thank goodness , they haven't been sold . And thank you so much for being so patient with me . Yes , those are the ones .",positive
Hi Michael .,neutral
It sounds interesting . I'll take one .,positive
"that's Ok . you know , digital devices are becoming smaller and easier to carry , and they won't cost you too much .",neutral
"No , thanks .",neutral
What's good today ?,neutral
"Absolutely , i go to there to work three times a week , bend it for 6 month now .",positive
I have puzzled my brain about how to teach the children .,neutral
"Oh , you do ? You certainly have a large selection .",neutral
Sure . What's this for ?,neutral
"It's just a formality , but for hire purchase we usually require references .",neutral
"1446 Pine.That ' s in San Francisco , isn't it ?",neutral
It thirty-eight dollars .,neutral
"You ran the stop sign . May I see your driver's licence , please ?",neutral
It's OK .,positive
Good morning . I'm calling to ask if you have a vacant apartment .,neutral
We can raise money in the community . You know each family 10 yuan maybe .,neutral
Let's see now . Cut the potatoes into small cubes .,neutral
And sorry . I can't find the price . How much is it ?,neutral
"Excuse me , How do I get to the Grand hotel ?",neutral
pardon ?,positive
I ’ d like to get a jar of strawberry jam and a bottle of tomato ketchup . Do we need any meat ?,neutral
Sure . You can go to the front desk to ask for more help .,neutral
Oh . Ok . And are you open on the weekends ?,neutral
"Oh , I know that place . It ’ s only two minutes drive .",neutral
Of course .,neutral
"It's kind of a big favor . I'm absolutely flat broke , and I owe my landlady $ 200 . she's given me until Friday to give it to her , but I don't get paid until next Monday . Do you think you could loan me some cash until I get paid ?",neutral
"Sure . On a chessboard , fire is much more intensive . It has a smaller board , while those bigger pieces-chariots , horses and bishops-can cover longer distances .",neutral
Good . How about this picture of cranes with pine trees ? It was painted by a famous Chinese painter in King Dynasty .,positive
"No , it seems too old-fashioned .",neutral
"Excuse me , sir . Is this a duty-free shop ?",neutral
Be careful of yourself .,neutral
"I'm fine for now , thanks .",neutral
Umm . I think my water just broke ! Get me to a hospital !,negative
"Well , I think the waist is a little tight and the sleeves are too long .",neutral
"Pardon , where to , sir ?",neutral
"Uh ... , I'm not even married yet . How about this brown dried fruit ?",neutral
"Lisa , are there family rules in this house ?",neutral
"Yeah . I ’ m still learning how to control his behavior and my temper . My child is almost two years old , and I ’ Ve learnt the distraction technique when he cries for something .",neutral
"Cranberry juice is very good for destroying harmful bacteria in your guts because it's very acidic . Wild rice is high in fibre so it's good for your guts and it's high in protein and minerals-I think it's also tastier than normal rice . Yoghurt's good because it's also rich in protein , vitamins and is also acidic . People have been making yoghurt for thousands of years and if you have it every day , your guts will be much more settled .",neutral
I ’ m sorry . I think you are calling the wrong person . My name is not Mr . Bernie .,negative
It looks nice .,positive
Do you want to climb the mountain with us ?,neutral
I don't think it smells nice .,neutral
You can take No . I bus or a taxi .,neutral
It feels good . Are there cowl-neck pullovers with the same color ? My wife prefers a turtleneck to a V-shaped collar .,neutral
Excuse me .,neutral
"What do you mean , Mom ? For breaking your best china ?",neutral
"Sorry , it ’ s impossible .",neutral
I'm afraid I have to return this sweater .,negative
That ’ s another quid .,neutral
And pay for my own clothes .,neutral
How long will it take me to get there ?,neutral
"Daniel , as a matter of fact , TV is bad for your health .",neutral
What is your favorite coffee ?,neutral
"Yes , I'd like to buy a new computer , but I don't really know much about them . Can you give me any suggestions ?",neutral
"On the contrary , I have been reading a lot of books about the subject .",neutral
Sounds like you are really getting in shape !,positive
"Oh , no problem .",neutral
As opposed to short and shallow ?,neutral
A table-cloth of this size and style is 15 Yuan .,neutral
"Right now I ' ll teach you to open files , save files and copy files . Are you ready ?",neutral
How do I get there from here ?,neutral
I think something is wrong with mine .,neutral
Put on a sweater ! I ’ m not gonna let you run up my heating bill just because it ’ s a bit chilly .,negative
What happened to your car ?,neutral
Same here .,neutral
We'll try one of your specials this time .,neutral
It's $ 60 here .,neutral
do you have a big yard ?,neutral
What's it like ?,neutral
It's in aisle A .,neutral
How long will it take ? Could you repair them while I wait ?,neutral
Sure it is . This is 6666777 .,neutral
I'd rather have meat .,neutral
Where are you now ?,neutral
Is it furnished ?,neutral
Anything else today ?,neutral
Where ?,neutral
What about the registration procedure ? Is that complicated ?,neutral
Thank you .,positive
Looks like you'll have to get a place in the suburbs .,neutral
I also want to pack up my package . This is the notes .,neutral
I think my arm is broken .,neutral
That is great . All I want is for you to do your best in everything you do .,positive
Welcome to Jinyuan Shoe Town . What can I do for you ?,neutral
Her father is dying .,neutral
"Oh , really ? are there any snakes ?",positive
Please use the phone .,neutral
"There isn't much rice , is there ?",neutral
Yeah me too . Oh ! Can we stop at the shop really fast ? I lost my makeup bag at the airport and I want to pick up a few things .,neutral
"Ah , Oh ! Are you hurt ?",neutral
The government is going to organize a folk-custom activity at the end of the month . And our community is supposed to put on a performance .,neutral
Here's twenty yuan .,neutral
This is the right bus .,neutral
Croissant for appetizer and two beef steaks for dinner .,neutral
What else would you like to add ? We highly recommend caterpillar fungus .,neutral
"Sure , what would you like ?",neutral
You're welcome .,neutral
Could I have a transfer please ?,neutral
You ’ re welcome .,positive
Just two people .,neutral
"Yeah go ahead , forks , spoons and knives . I roasted some meat so be sure to put out some steak knives as well .",neutral
Let me get this .,neutral
Sure . I think filet steak will be a good choice . It's the best local food .,neutral
"but I think they're dull , aren't they ?",neutral
What're you going to wear today ?,neutral
"Sounds good . How about $ 15 , 000 ?",neutral
And how much is the coca cola ?,neutral
Don't worry . Bye .,positive
The aroma of roasting coffee beans .,neutral
"Sorry , sir . The prices here are all fixed .",negative
Do you want some salad dressing ?,neutral
Hello ?,neutral
What are you going to have to eat ?,neutral
"Coffee , please .",neutral
Really ? You were so happy then .,positive
Thank you .,positive
Can I test it out ?,neutral
"Give me enough for a skirt , will you ?",neutral
Yes . It says it will be sunny all day . No sign of rain at all.This is your father's favorite sausage . Sandwiches for you and Daniel .,neutral
"Of course , madam .",neutral
It takes time for that . But people's consuming attitudes are changing quickly .,neutral
Thank you . How much is the fare to that stop ?,neutral
"Hi , I'm home ! Can you double that recipe ? I ran into an old friend after work and invited him for dinner .",positive
I've ordered savory pork and coleslaw .,neutral
Is there a problem ?,neutral
Good plan . Let me put some iodine on the cut .,positive
I live in the Holiday Inn Lido Hotel .,neutral
sure . i suppose you dance much .,neutral
There's a car dealer down the road.How about going there ?,neutral
Yes . I would like to place a collect call .,neutral
Did you play football with other children ?,neutral
Sure .,neutral
"OK . Wait a minute , please . And the sugar is right over there .",positive
Thank you .,positive
"You're so careless , Billy .",neutral
What happened ? Have you talked with him ?,neutral
Is this the Central Park to East Market bus ?,neutral
"Oh , you see , we are on the 8th floor , and moving into the 6th floor in another building . It is about 15 kilometers to get there .",neutral
"Mom , will you tuck me in tonight ?",neutral
I thought he only liked to listen !,neutral
"You have quite a range , haven't you ?",neutral
OK . Let me try again .,neutral
"Peter , it's time to go home now ! Hurry up !",neutral
"They're a little bit too long , so I'd like about half an inch taken off them .",neutral
"Well , yeah , but I'd be getting somebody else's problems .",neutral
"No , doing it in the long run will make you an acute man .",neutral
Could you drive me to the bank ?,neutral
"Yeah , you ’ re right . We aren ’ t getting any younger and our kids are getting older .",neutral
We got a problem . The deposit boxes are all full . We should have come earlier .,neutral
I was drying my hair and ironing my shirt ! Can you come here for a sec ? I need your help .,neutral
"Sure , let's take a look . Sweetie , this is terrific . Your ideas are so original .",positive
"I'd like to see the menu . Would you get me one , please ?",neutral
"Wow , that's something new . Let's go ! What's this , honey ?",neutral
I need a hat . Would you show me some ?,neutral
I am wondering if you do facial care ?,neutral
"Hi , Basil .",neutral
We've got several kinds . All are made of different materials .,neutral
Please pull your vehicle over to the side of the road . Please roll down your window .,neutral
"Oh , cash will be fine .",neutral
"I am looking for a blouse . Can you show me the way , please ?",neutral
"I am afraid not , darling . Our expenses are mounting .",negative
"Yes , I will . But how much is it ?",neutral
"Hey , Steven . What are you going to do this Saturday ?",neutral
"Can I get a relaxer , too ? And why did you say , “ You crazy ” instead of “ You ou're crazy ” ?",neutral
Most of it is . You should sign up .,neutral
"Ok , let's think about it for a minute .",neutral
"No , there ’ s no need . We can change it within two days if it ’ s not damaged .",neutral
"Leave your phone number , and I will give you a call if the price gets reduced .",neutral
I'm trying to choose a gift .,neutral
Atlanta Daily .,neutral
"Ahem ... uh , sir , I beg your pardon ... Uh , mister , are you waiting to buy a ticket for the movie ?",neutral
"Oh , sorry again , thank you mom .",positive
I don ’ t think that it is looking any better inside here .,neutral
All right . We'll have some seafood and vegetables .,positive
"Actually , uh , I made it myself ...",neutral
"Yes , this way please .",neutral
"Eight hundred and fifty . Come on . I have 4 kids , 3 dogs , and 2 husbands to feed !",neutral
"Yes , I live in that house with my parents and my sister .",neutral
The number I am calling is 86-10- 4016-9988,neutral
And do you know where the national bank is ?,neutral
Are you going somewhere ?,neutral
I didn't do anything .,positive
I think so too . How much is it ?,neutral
"Yes , they are . I gave them a good clean . They are in good condition and don ’ t need to be replaced .",neutral
By subway .,neutral
I know what she would like-some whitening cream .,neutral
"Actually , the one-bedroom is the only vacant apartment right now .",neutral
"Come on in.Let me show you the house.Isn ' t it something ? Spacious , bright and clean.And the walls were newly painted.Have you ever seen such a nice house ?",positive
I'll teach you .,neutral
"Ok , we will . How do you get around in the evenings ?",neutral
What can I do for you ?,neutral
Okay . There are two Customer Service Offices in your area . The nearest one is Chadwick and Hacks Appliances .,neutral
"OK , did you bring your household register or residence booklet ?",neutral
Can I help you ?,neutral
A nice quiet house is exactly what we're looking for .,positive
Is that why you didn't return my call ?,neutral
It's none of your business .,negative
It's such a nice day outside . Let ’ s take a walk into town and do some window-shopping .,neutral
"oh , really ? so you just took home a stray cat ?",positive
"Hi dude , you look upset , what's up ?",neutral
How about something to drink ?,neutral
So what about the tennis racket ?,neutral
I'll go take a shower .,neutral
"Jenny , you should go to bed now .",neutral
"Let's go outside and talk . So Laura , do you come here often ?",neutral
"Well , you don ’ t have to be mean . How do I do it ?",neutral
"Yes , it's very nice . All our foreign visitors enjoy it . The food is wonderfully well-prepared . Let me know if you need any help with the menu .",neutral
I suggest you take this book . It's very exciting .,neutral
Thanks .,positive
We ’ re going to the bookshop . Would you like to join us ?,neutral
"Well , could you pick up some sugar ?",neutral
"30 dollars , Ma'am .",neutral
I'm lucky I wasn't killed . I must have been going around forty-five miles an hour.There was too much gravel on that corner . I slid out .,neutral
"Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash .",negative
"Oh , sorry . I didn ’ t notice it . Sorry .",negative
OK . Here's the key . Take care .,neutral
It says ' Keep off the grass ! ',neutral
I hope you enjoy your dinner .,positive
How much would it cost to send this special delivery to England ?,neutral
"Merry Christmas , Mom . I love you .",positive
"We have sirloin steaks , pepper steak , and filet steak .",neutral
"Thanks , ma ’ am . You ’ re a lifesaver !",positive
I hate doing the damn laundry .,negative
And when do you get home at night ?,neutral
Yep . And the date is set for homecoming night .,neutral
"Yes , I think so . There is also an interesting one . It's opposite the park .",neutral
You can get cheap carpets easily . Another idea is to buy a rug . That would cover a lot of the carpet and you wouldn ’ t have to replace the carpet . It would save you a lot of work .,neutral
"I think they are quite reasonable , and the vegetables are very fresh .",neutral
"By the way , can you tell me what the date it is today , and what day it is , please ?",neutral
Wow . That sounds really good .,positive
May I help you ?,neutral
But I thought this was the right bus to go to Washington Square Park .,neutral
Not at all .,neutral
Let me get the manager to sign one for you .,neutral
I have redecorated my bedroom . I decide to repaint the walls and change the pictures . I also bought a new pair of curtains . What do you think of it ?,neutral
I can lend some to you .,neutral
"Oh ok , where do I get off ?",neutral
"Can you fix me a cup of tea , Johnny ?",neutral
The delicatessen department is on the second floor .,neutral
Head straight up the street about two blocks then turn right .,neutral
Do you receive cash only ?,neutral
Yes of course . We can activate all these services in about an hour .,neutral
"At least , it can free you from the crowd . By the way , do you come from China ?",neutral
B as in boy . You should get off at the last stop in Chinatown .,neutral
"look at my cell phone . I can listen to music , watch movies , take pictures , play games , surf the web and download documents . It's just like a PAD .",neutral
Oh you ’ re so kind !,neutral
"Good morning , sir . Can I help you ?",neutral
"Tom , is Jenny crying ?",neutral
My washing machine isn't working .,negative
Okay .,neutral
"Oh right ... you know , my friend Eric is a DJ . Maybe he would like to play with us .",neutral
What's it like ?,neutral
So what do you think it is ?,neutral
Welcome here again .,positive
"OK , It's here , one of the best makes in China .",neutral
Of course . The warranty period is one year .,neutral
Should I take the bus ?,neutral
Yes . I ’ ll have a room free next week .,neutral
"Oh , it ’ s not you . I just want my own place .",neutral
What hairstyle do you feel will look best on me ?,neutral
I will have the green peas and make sure the beef is well done .,neutral
"Driver , bring me to the station .",neutral
Benjamin .,neutral
I bought it online .,neutral
"Anyway , the show is breathtaking . By the way , where did they get so much snow in here ?",neutral
"Yes , could you show me to your coat section ?",neutral
Didn't you even want to go to the cinema ?,neutral
Then just press this button .,neutral
Sounds like a good car ! How many miles to the gallon ?,positive
This is Lucy White . Thank you . Bye .,neutral
good morning . I understand that you ’ Ve got a problem with your washing machine . I ’ m from the repair company .,neutral
"Oh , you're kidding ! I thought I was heading east .",positive
What size are you ?,neutral
This afternoon .,neutral
Excuse me . I've been waiting here for 15 mins . Do you know how often does No . 3 run ?,neutral
How did you do it ?,neutral
You shouldn't have stayed up so late watching TV . I told you we had to get an early start .,neutral
"The current owners will be moving out on Tuesday , so technically you could pick up the keys and move in on Wednesday .",neutral
"Excuse me , which one is of the highest quality here ?",neutral
I ’ d like a few cans of coke . We also need a dozen eggs and half a dozen sausages .,neutral
"Oh , it's the usual 5600x3200 resolution with 10.0 megapixels . It's got a 5xzoom , so from 28mm to 120mm the pictures look great ! I can change the resolution , too .",neutral
That looks like a bad accident .,neutral
But you bought it only last month .,neutral
What should we buy ?,neutral
"absolutely . Every time when we do the reports , we love making some beautiful posters to emphasize our theme ideas .",neutral
"You know , sir , you don't have to use it . You can turn it on or off . If you don't want to use it , you just never turn it on .",neutral
"Yes , it almost looks new .",neutral
Can I have my $ 200 please ?,neutral
"Oh , thank you , just shows you what is going to max jemmy redate for all this body .",positive
I want to use a credit card . Do you take Discover ?,neutral
It's a quarter past three .,neutral
I'm afraid playing the chess like that will soon make me an old man . I noticed that most chess players were bald .,neutral
You don't sound too excited about going to your reunion .,neutral
"Come on , darling.We haven't got much time .",neutral
Medium .,neutral
I think it fits you . It flatters your figure .,neutral
"Bring me a cup of coffee , please .",neutral
May I come in ?,neutral
"Yeah , you get the TV to yourself while I spend my nights surfing the Net for missing classmates .",neutral
Can I get you any dessert ?,neutral
It is hard to come by in life that you experience this kind of ' comfortable ',neutral
"Sure , I ’ ll just go put the kettle on . Why don ’ t you have a seat on the sofa and I ’ ll go take care of things in the kitchen .",positive
I'm afraid so . We found this crack on the bottom when I went back to my hotel .,neutral
"Andrew , this is Linda Chen .",neutral
"Yes . I'm looking for an apartment , I'd like two bedrooms .",neutral
Would you like some soup first ?,neutral
"Give me one coke , please .",neutral
Don't you like fish then ?,neutral
"How do you want your steaks , rare , medium or well-done ?",neutral
"What is it , dear ?",neutral
But swimming in the winter is good for your body . Believe me .,neutral
"You are right . This is very good brand . It doesn't sag easily and we offer a lifetime warranty , so you don't have to worry about its quality .",neutral
"Well , I ’ m afraid it isn ’ t . It ’ s a bit too well done and rather tough . Would you mind changing ?",neutral
Could you please tell me when we get there ?,neutral
"Well , I ’ m looking to get a custom-made suit .",neutral
I use a special dressing and homemade catsup .,neutral
"Sir , your dish will take 5 minutes to prepare . While waiting , would you like anything to drink ?",neutral
"I don't think you did , you know . My neighbor told me she saw some here only yesterday .",neutral
I think it suits you well .,neutral
"Yes , yes , I am sorry I won't keep you . It must get on your nerves when customers come in right at closing time . But they were such beautiful saucepans . I ’ d have bought them if I had made up my mind on the spot .",neutral
"Oh , thanks a lot . Then , I will take the two .",positive
That name doesn't ring a bell . But tell me more .,neutral
"Oh , lilies of the valley . No , I am sorry . We are all out of them right now .",negative
I guess you are right . But what shall we do ? I don't feel like sitting at home .,neutral
"No , I don't think so . I'll be too busy having tea in our new tea room .",neutral
Thank you . Would you please let me know when we get to the stop ? I'm a stranger here .,positive
How was your test ?,neutral
Right . We do the same thing at home . Don't you remember ?,neutral
"That's a good sign . But just soak a little longer , OK ?",neutral
Yeah I got a club card . Here you go .,neutral
"Excuse me , could you tell me the bookshop ’ s address ?",neutral
What do we have for the dinner now ?,neutral
I'll ask waitress to show you the way .,neutral
Thanks lot .,positive
That's a good idea . Why have I never thought of that ?,positive
Um ... no .,neutral
Great ! I will take it . And could you suggest a pair of trousers to match this sweater ?,positive
I wish it didn't have cruise control . My wife doesn't like it either .,neutral
OK . How much is the deposit ?,neutral
"Actually , you can take advantage of our "" New Millennium Woman "" promotion .",neutral
It doesn't taste good ?,neutral
How about As Long as You Love Me ? You can pretend you're singing it to your fiancee Brooke !,neutral
How do I get there on foot ?,neutral
Would you like to Come to our barbecue ?,neutral
Oh . You took the wrong bus . You need to take Bus 151 which goes the opposite direction .,neutral
"we need lots of things . I ’ ll make a list . We need a bag of sugar , a loaf of bread and a crate of beer .",neutral
"No , I learned by myself . I have a good cook book that I read when I have time .",neutral
"OK , This one is one hundred and twenty.It ' s the cheapest here .",neutral
I'm not sure .,neutral
How late can we stay out ?,neutral
Please wrap it .,neutral
"I think he will be back around 2:00 . If you like , please leave your name and phone number , I'll have him call you as soon as he comes back .",neutral
"Good morning , can I help you ?",neutral
Oh ! My mouth is on fire !,neutral
May I see your receipt ?,neutral
Sounds reasonable .,neutral
How much did she ask for ?,neutral
That one is one hundred and fifty dollars .,neutral
Middle size,neutral
That sounds good . Let me see one .,positive
That's right . what's the flash memory of your old mp3 ?,neutral
Do you know how happy I am ? The Ant Kingdom is a perfect world with colorful fairy tales . It seems like the air is fresh here .,positive
Thanks for reminding me . It always slips my mind .,positive
"He's on the other line , can you hold for a minute ?",neutral
"Yes , my mother washed my clothes too.But when I was twelve , I started to wash clothes myself .",neutral
"Well , I'd better not tempt you . Otherwise , if I give you a piece of cake , you might ask for a glass of milk .",neutral
"It's very thought-provoking , isn't it ?",neutral
"We just got one in yesterday , so now we have six .",neutral
Excuse me . Have you got the time ?,neutral
Whoa whoa whoa ! Are you nuts ? How much is all this going to cost ? I ’ m looking at the price at each one of these little things and it ’ s outrageous ! This is basically a crayon !,negative
Dan is on top of that . I think they are also getting the handyman to fix the bathroom toilet that keeps clogging up .,neutral
"Yes , there's one here . It's in the store .",neutral
"Brazil calls for a time out and we ’ ll be right back , after a short commercial break .",positive
"Sorry , it ’ s all sold out .",negative
Fine ! Get the stupid thirty dollar crayon !,negative
Are you sure you can't remember ?,neutral
"Oh , it is nice and cold , definitely good orange juice .",positive
"Just a moment , I'm coming . ( ten minutes later ) . Now , what would you like ?",neutral
"Well , that too . I mean that it's kind of sweet . See if you can guess what's in it .",neutral
I wouldn't do that .,neutral
I braked as hard as I could .,neutral
Why don't you go to bed ?,neutral
I need one full set of sheets in King-size .,neutral
I don ’ t want to hear it ! Now go to your room !,negative
Really ? that's interesting !,positive
"Excuse me , Is there a hotel nearby ?",neutral
Do you have to walk a cat ?,neutral
"No problem . Look at this one . Same pan , but with a lightweight wooden handle .",neutral
And the forks and spoons ?,neutral
"Good afternoon , sir , is there anything I can help you with today ?",neutral
Hi . I ’ m interested in renting a one-bedroom apartment .,neutral
Ok . Look ! It ’ s just near your foot .,positive
"I know , but there was nobody else .",neutral
Don't you have any Chinese food ?,neutral
"I suppose so . Hair cut , please .",neutral
Let me see . A roasted duck is $ 25 . A plate of pork is $ 6.50 . A bowl of beef is $ 7 . Two bottles of beer are $ 4 . That's a total of $ 42.50 .,neutral
"I'll be fine with just my girly drink , thank you very much .",positive
I agree . I ’ ll look in the paper .,neutral
"Don ’ t you worry , I ’ ll take care of everything ! ( starts cutting ) Oh my god ! I just love your curly hair ! It ’ s so fluffy and cute ! You should totally let it grow out . An afro would look great on you !",positive
What special kind of desserts do you have ?,neutral
Thank you !,positive
Actually you can have a window seat if you don't mind a ten-minute wait .,neutral
Michael .,neutral
Could I see both of them ?,neutral
Want some more ?,neutral
"Well , it is about Ms . Connors , the landlord of our rented house .",neutral
"Mom , the water is boiling !",neutral
You can exchange this dress with anything of the same value .,neutral
Would you please bring us the check ?,neutral
"I am sorry , madam . All the tables are booked now .",negative
What else are you interested in ?,neutral
"Come on , Dad , I need thirty thousand . I wanna get into the market . You know , I ’ m tired of hearing all this news about the economic downturn , the inevitable recession , people stuffing their money in their mattresses . I look at this as an opportunity . This is a chance for me to get a jump start on building my nest egg .",neutral
I like your idea of getting a beer . I think I'll go out myself .,neutral
"Pay him ? But he studies for himself , not for you or for me or for anybody else . I got an idea . You should send him to class every morning and after the class begins , you can go to work .",negative
How much is it ?,neutral
"I'm mad ! I said now ! Turn off the TV , and do it now .",negative
"OK , I'll just check out a few other stores .",neutral
What's the special today ?,neutral
Can I help you ?,neutral
Smells good ! What ’ s for breakfast ?,positive
How about this one ?,neutral
I had a busy morning .,neutral
They give you discounts on some stuff that you want to buy .,neutral
"Well , he had a jacked or a plage shirt . You know the kind of number jack wear .",neutral
"Then , pass me a bowl for the soup .",neutral
How about this one then ?,neutral
Will you have it later ?,neutral
"Well , that's fine . Bring us a bottle of that .",neutral
now we get along very well . It makes me feel that I'm someone special .,positive
"This is the receipt , please keep it . Have a good day .",neutral
Here you are .,neutral
"I heard that you finished my home inspection , and I was wondering how it went .",neutral
"Could I have your name again , please ?",neutral
I ’ m afraid not . Don ’ t you see I ’ m looking up a word in the dictionary ?,neutral
When will you be able to fix it ?,neutral
I notice there's a jam a few blocks away .,neutral
That's it . It'll take you about five minutes .,neutral
This pair fits me perfectly . I feel comfortable .,neutral
Help will be there in just a few minutes .,neutral
"Okay , let me brush you off . Thank you very much for coming .",positive
There's a petite section that you an check out .,neutral
Isn't that dangerous though ? I mean bacteria and germs reproducing on food that was left out or re-heated ?,neutral
"You know , maybe she's just a neat freak .",neutral
"Wow , the ferris wheel over there is so big . I'd like to take a ride on it .",positive
You can take one tonic or hand cream .,neutral
Come on ! It's time to go !,neutral
( No response ; Silence ),neutral
I don't think so . Do you remember Bob Gain from Tulsa ?,neutral
"Cool , thanks .",positive
It's simple . You can use call transfer .,neutral
That purple one . I ’ m sorry ... I ’ Ve never bought jewellery for anyone and I ’ m kind of nervous .,neutral
We would also like some alcohol before the main dish .,neutral
"Wow , let me try . It tastes nice . How did you make it ?",neutral
"No doubt . Look , I'm just browsing . If I need your help , I'll let you know .",neutral
Did you go to any illegal website ?,neutral
I like it a lot but I need to talk with my wife . Can you hold it for me for two days ?,positive
It's a bit loose . Do you have a middle size ?,neutral
"Usually , I run to the Black Bamboo Park as a warm-up . Admission is free . Then I start my activities .",neutral
Yes . My home freezer is not working properly .,neutral
Yes . But not for about 2 weeks .,neutral
Take me to the railroad station . Can you put my baggage in the trunk ?,neutral
"Don't try everything at one time , please .",neutral
Smells good ! What ’ s for breakfast ?,positive
"I can smell you , too .",neutral
Good . Let's go now .,positive
Why ?,neutral
Would you show me your notice ?,neutral
"Not yet , but I saw the movie.Could I borrow it when you finish reading ?",neutral
"Well , let me see some of each .",neutral
"Besides , don't make it too loose .",neutral
"Do you have a reservation , sir ?",neutral
Okay .,neutral
And it's a brick ?,neutral
Sure . At what time ?,neutral
"No , have a nice day !",positive
Good morning . What can I do for you ?,neutral
"Yes , I was using a cell phone . I just bought it , so I decided to give my friend a phone call to tell him about it . While I did that I also turned on the radio and was listening to one of my favorite songs , and eating some food I had bought at a fast food restaurant , and , um ... guess I had too many distractions .",neutral
Hey ! What are you doing here ?,neutral
But you must cook that dinner next time .,neutral
"Excuse me , is there a department store near here ?",neutral
"Wait for a moment , I'll come back soon .",positive
Can you speak a little louder ? You sound very indistinct with the hissing noise .,neutral
"Hey , you look great ! how's everything ?",positive
Oh ? What's that ?,positive
"Last week , madam ? I really can't remember which ones you mean . What were they like ?",neutral
All right . Thank you very much for your help .,positive
"A young French fellow recalled his first bungee experience and said , "" When I fastened the cord and walked to the platform , I was extremely nervous . When I looked down , I was nervous even more . If the cord had broken , I would be knocked to ' bakemeat ' . However , I knew my worries were unwanted . I was afraid if I retreated others might say something about me . I had to harden my heart and impose my head downward . I only felt wind wiring at my ears . My body rapidly descended . I thought that after only seven or eight seconds I was rebounded to upper air by the cord . In fact it was 30 seconds . Maybe because of my nervousness , I only felt seven or eight seconds . When rebounding to the high altitude , I felt a sudden sense of relief . I did not feel nervous very much , but very comfortable . """,neutral
Good morning . I bought this vacuum here a few months ago . It doesn ’ t work now . Can I return it or get it fixed ?,neutral
"Let's go out for some exercise , shall we ?",neutral
We need to figure out how much money we are spending and what we are spending it on ?,neutral
"It still tastes fine , though .",neutral
Please show me the menu again .,neutral
"Ok , wait a moment please .",neutral
Thank you very much .,positive
You have gone against the traffic rules .,neutral
Thank you .,positive
"Alright . With shipping charges , your total will be 68 dollars . Will you be paying with credit ?",neutral
"Man , that's amazing . It must have cost a bundle .",positive
OK . Let ’ go back to the hotdog stand .,neutral
"Yes , may I have some more beer ?",neutral
"Cool , we can take the football , shuttlecock and badminton racket to the park .",positive
"In fact , They'll stretch a bit later .",neutral
"He's a bright boy , isn't he ?",neutral
"No , thanks . Just let me sleep until I wake up .",neutral
But it is too loose.Do you have the smaller size ?,neutral
"No , could you just write your secret admirer on it for me ? I don't want her to recognize my handwriting .",neutral
You would fit both of them in your bedroom . Perhaps you could also get the dressing table . I think that one would look good in your bedroom .,neutral
Just a few cookies .,neutral
"Well , do you like novels ?",neutral
"Well , first of all , I can only go to certain stores that can guarantee me a large selection .",neutral
Qi In is .,neutral
What did you do ?,neutral
"Excuse me , but could you tell me the way to the railway station ?",neutral
How much does it cost ?,neutral
"Yes , I am looking for a suit .",neutral
"I know , but she is going to miss you something awful . Have I told you how proud I am of you ?",neutral
Why not try on this lovely pair of shorts ? I'm sure they'd look fabulous on you .,neutral
What's the difference ?,neutral
Sounds like a good idea .,positive
Why do you stop me ?,neutral
"Actually , I haven ’ t had a pizza for a while . Let ’ s do that then .",neutral
I know . But she said she had an important thing to tell you .,neutral
My shopping life will be more convenient .,positive
