Review,Rating
These vegetables taste very sweet .,neutral
"Sure , I planted them . They're organic .",neutral
"Really ? Dad , how do you know how to plant organic vegetable ?",neutral
"Well , it's a secret .",neutral
"Dad , come on ! Just tell me .",neutral
"Well , honey , I can teach you how to plant them if you want to learn .",neutral
Do you know anything about health food ?,neutral
"It is so popular among people to preserve health now , so I read some books about health food .",neutral
Can you give me some examples ?,neutral
Drinking warm and fresh water in the morning on wakening up is one of ways to keep healthy .,neutral
Really ? Why we must have warm and fresh water ?,neutral
"Warm water can be good for your stomach , which is empty at that moment . And freshness can keep the water active to clean your digest system .",neutral
Anything else ?,neutral
"Yogurt , because it has protein , vitamins and it is acidic . If you drink it everyday , your stomach will be more comfortable .",neutral
Our dinner is ready .,neutral
What do we have for the dinner now ?,neutral
"Potatoes , tomatoes and cucumber .",neutral
Do you feed rabbits ?,neutral
"It is said that greens can improve our metabolism . In addition , I want to keep fit .",neutral
Where is my favorite white bread ? Is it in refrigerator ?,neutral
"I didn't buy any of it at all . Most health food are good for you , but don't taste good .",neutral
Do you prepare some dessert for me ?,neutral
"I am clear about your sweet tooth , so I made a mixed fruit dish for you .",neutral
Are you trying to change our eating patterns ?,neutral
How much was your watch ?,neutral
Take a guess .,neutral
"Mom , did you see Andy's dog ?",neutral
"Honey , don't tell me that you want a pet dog also .",neutral
"Mom , please . Can I have a pet dog like Andy's ?",neutral
"Honey , you know , we don't have enough room for a pet dog .",neutral
"Mom , we can keep it on the balcony , right ?",neutral
"No , honey , the balcony is full of boxes and things . I'm sorry .",negative
"Jenny , what are you going to do tomorrow morning ?",neutral
"I don't know yet . What's your idea , Dad ?",neutral
I'm thinking of taking you and Peter swimming . What do you think ?,neutral
Dad ! It's cold now !,neutral
But swimming in the winter is good for your body . Believe me .,neutral
"Dad , I've finished my homework .",neutral
"Well , what game do you want to play ?",neutral
Do you want to play poker ?,neutral
Do you know how to play it ?,neutral
I'll teach you .,neutral
OK . Teach me how to play the game .,neutral
I would like to buy a black suit .,neutral
Do you have any special brand in your mind ?,neutral
"No , I never wear suit in my everyday life . I just want one to take part in my sister ’ s wedding ceremony .",neutral
I see . Have a look at this one . It ’ s very cheap because it ’ s not very durable .,neutral
but it looks good . Let me try it on .,neutral
"Ok , the mirror is over there .",neutral
"Are you being served , madam ?",neutral
"No . Um , do you carry any padded coat ?",neutral
"Yes , what size is in your mind ?",neutral
Small size .,neutral
Any particular brand ?,neutral
"Whatever . You know , I ’ m thinking of a gift for my mother . It ’ s her 60 birthday next Friday . Could you give me some advice ? You are the expert .",neutral
"How about this one ? It ’ s the latest design , simple but elegant .",neutral
Looks nice . How much do you charge ?,neutral
$ 100 .,neutral
That ’ s sheer robbery . I ’ m sure you can do better than that .,neutral
How much would you say ?,neutral
$ 80 .,neutral
can I see these silk ties ?,neutral
No problem .,neutral
I ’ ll take this one .,neutral
Good . Anything else ? The tie pins ? The cuff links ?,neutral
"No , thank you . I want to have a look at that scarf .",neutral
Ok . We have several kinds of scarves here . Let me get them for you . Just wait a minute .,neutral
"Oh . I like this one . I have been looking for this color and design . Please wrap it for me , and I ’ ll take it .",positive
Did your eye doctor prescribe you contact lenses ?,neutral
"No , I ’ d like to know something about contact lenses .",neutral
"Oh , I see . We have both hard and soft contact lenses . They are very popular , but a little more expensive than ordinary glasses .",neutral
"I have found I ’ m short-sighted recently . I need to wear glasses . As a student , it ’ s better for me to wear ordinary glasses instead of contact lenses .",neutral
We have many kinds of glasses here . Which frames do you like best ?,neutral
I think the square-shaped ones will be the best for me .,neutral
What about this pair ? They are the ' in ' things now in optical wear . Try them on .,neutral
They fit me very well . I like them .,positive
Please go to receive optometry first over there .,positive
"May I help you , madam ?",neutral
Yes . I ’ m trying to find a pair of earrings to match my necklace . Can you recommend some to me ?,neutral
"Yes . Your gold necklace has a diamond pendant , and your eardrops should be",neutral
These look wonderful . Do these come with a guarantee of quality ?,neutral
"Of course . If there is anything wrong with them , you can come back and show me the guarantee of quality , and then you will surely get free service .",neutral
I ’ ll take them .,neutral
Do you carrying fresh fish ?,neutral
Yes we do . Check the meat department . There is a fish counter there too .,neutral
"I already looked , but did not see anything .",neutral
Let me show you .,neutral
Thanks .,positive
"See , it's right over there .",neutral
"Oh , gosh . I didn't see it .",neutral
That's all right .,neutral
Could you show me some scarves ?,neutral
What kind of scarf shall I show you ? We have them in all sorts and sizes .,neutral
"Show me some of the latest fashion , please .",neutral
At your service . Will this suit you ?,neutral
"Yes , it will ; this must be the foreign produce .",neutral
This is Chinese made .,neutral
Let me try it on . I think it really suits me . Can you give me some discount on it ?,neutral
"Yes , it ’ s already fifty yuan off the original price .",neutral
But that still sounds expensive .,negative
"Sorry , we can ’ t come down any more .",negative
Where's the nearest bank ?,neutral
It's just around the corner,neutral
Thanks for your help .,positive
No problem .,positive
"Hey , how are you doing ?",neutral
Could you do me a favor ?,neutral
"Sure , whatever you need .",positive
Can you help me move this table ?,neutral
Could you do me a favor ?,neutral
It depends .,neutral
I like these shoes .,neutral
Do you realize that all these shoes are half off ?,neutral
Really ?,positive
"Yes , but the offer only lasts this week .",neutral
What would you like to eat tonight ?,neutral
"I'm not sure , what about you ?",neutral
Do you think Kentucky fried chicken is good ?,neutral
Sure sounds good to me .,positive
I'm going to paint the house today .,neutral
Are you sure there is enough paint for the house ?,neutral
Maybe not . Could you buy some while you're out ?,neutral
No problems . What color ?,neutral
How do you like Chinese food ?,neutral
It's my favorite .,positive
What other kind of food do you like ?,neutral
I like Indian food as well .,neutral
"Hi , Bob .",neutral
How did you do on your driving test ?,neutral
Passed .,neutral
That's great and it was your first try .,positive
What's on TV tonight ?,neutral
Nothing special .,neutral
My goodness ! My silk dress is shrunk . How did you wash it ?,positive
It was washed by washing machine .,neutral
It should be handwashed with cold water . It's a common sense . Don't you know it ?,neutral
I'm so sorry . I have no idea of it . I washed silk dress the first time . I'll buy a new one for you or I'll give you money .,negative
That's all right . Please ask me if you don't know how to do something next time . You can keep the silk dress if you don't mind . I think it fits you .,neutral
It's very nice of you . I'll try my best to do my job well .,positive
"Good morning , Mary .",neutral
How do you want your egg cooked ?,neutral
"Sunny side up , please .",neutral
"Okay , it'll be ready in two minutes .",neutral
Can I give you a hand ?,neutral
Thanks .,positive
"Good morning , Miss .",neutral
Good morning . Could you tell me where I can find the Clothing Department ?,neutral
On the left of the elevator of the 3rd floor .,neutral
I ’ d like to buy a woolen vest for my grandpa .,neutral
I ’ m sure you can find your favorite there .,neutral
Thank you very much .,positive
It ’ s my honor .,positive
"Hi , sir . Come and have a look here . We have all kinds of sweaters .",neutral
I ’ m looking for a sweater for my wife . Tomorrow is her birthday . And I know she needs a woolen sweater .,neutral
"How do you like this grey one ? It ’ s pure wool , one hundred percent of Xinjiang wool .",neutral
It feels good . Are there cowl-neck pullovers with the same color ? My wife prefers a turtleneck to a V-shaped collar .,neutral
"Yes , we do . What size do you want ?",neutral
"Size one . By the way , what if I bring home this sweater and my wife doesn ’ t like it ?",neutral
"Well , you can always bring it back to us for a full refund .",neutral
"All right . Could I have it gift-wrapped , please ?",neutral
"Yes , just a moment , please .",positive
Do you like reading magazines ?,neutral
"No , I don't .",neutral
Why ?,neutral
Because I think it's boring,neutral
"No , you can learn a lot from them .",neutral
Learn a lot ? Really ?,neutral
Absolutely . And it's a good way to kill time during the tour .,neutral
Do you have magazines now ?,neutral
"Yes , I do .",neutral
Can you lend me one ?,neutral
Sure . Here you are .,positive
Is that the latest issue of Reader you're reading ?,neutral
"Yes , it is . It has some really good articles in it .",neutral
I know . I have been a subscriber for the past two years .,neutral
I didn't know that . How much does it cost to subscribe ?,neutral
"I'm not exactly sure , but it's not that expensive at all .",neutral
"I used to subscribe to it , but I cancelled my subscription last year .",neutral
Why did you do that ?,neutral
I was the only person in my family reading it . Everyone in my family just likes to read Fashion .,neutral
It's the same in my family . The coffee table in my living room is covered with copies of Fashion .,neutral
Please give me a piece of ' New York Daily ' .,neutral
You are late . The last piece has sold out .,neutral
"Really ? Is there ' Wall Street Journal ' , please ?",neutral
"There are several , take a piece . The crash appears in the headline . It is famous for offering catastrophe stories .",neutral
I have a long flight for ten hours . I need to choose a magazine .,neutral
There are various magazines in the rack .,neutral
Give me the latest issue of ' National Geographic ' .,neutral
That's the top magazine in America and is popular with young people . OK . It is totally 30 dollars .,neutral
Here you are .,neutral
Have a nice trip .,positive
Do you have something to read ?,neutral
"Yes , I do .",neutral
Could you lend me one ?,neutral
OK . Here you are .,neutral
"Thanks . It's rather cold this morning , wouldn't you say ?",positive
You're right .,neutral
Do you know the news ?,neutral
Which one ?,neutral
Brazil wins the World Cup .,neutral
"Yes , I see .",neutral
"Hello , what can I do for you ?",neutral
Can you repair my shoes ?,neutral
"No problem . No matter what ’ s wrong with it , I can surely meet your satisfaction .",neutral
Really ? Look at the toe of this shoe . It is worn out .,neutral
"Oh , here . I ’ m afraid it ’ ll be difficult to repair .",neutral
Can you do it ?,neutral
"Yes , I can . To tell you the truth , I ’ m the best nearby .",neutral
Hi . I need to have my shoes repaired .,neutral
What ’ s the matter with them ?,neutral
Look at the heels . They are slanting .,neutral
"Ah , I can do it perfectly .",neutral
How much does it cost ?,neutral
6 yuan . And I can make them as new as before .,neutral
I think it ’ s too expensive . I can just give you 4 yuan . Or I ’ ll go to another B .,negative
All right . I ’ ll repair them for you .,neutral
How long will it take ? Could you repair them while I wait ?,neutral
Yes . They will be ready in a few minutes .,neutral
Great ! I ’ ll just sit here and wait .,positive
Where's the nearest tailor's ?,neutral
There is one just around the corner .,neutral
The jacket is tight in the shoulders and long in the sleeve . What about the price there ?,neutral
"The price is moderate , but their work is sometimes not satisfactory .",neutral
Is there a better tailor's around here ?,neutral
"No , there is not , as far as I know .",neutral
What can I offer you here ?,neutral
I came here to ask for some information .,neutral
Ok . Please go ahead .,neutral
"I bought a pair of trousers last year , which I like the best . But this year they don ’ t fit me very well . They ’ re tight in the waist , baggy at the knees . Can you make some alterations ?",neutral
"Oh , we are skillful in doing that . You can trust us . Our shop has a history of more than 20 years .",neutral
It seems I find the right place .,positive
"Yes , absolutely ! We have a very good reputation in the neighborhood .",positive
When can I have my trousers if I bring it to you tomorrow ?,neutral
If you like you can wait here . They will be ready in one hour and a half .,neutral
All right . See you tomorrow .,positive
Would you show me some table-cloths ?,neutral
Certainly . ( Take a table-cloth to her ),positive
How much is it ?,neutral
A table-cloth of this size and style is 15 Yuan .,neutral
That ’ s reasonable .,neutral
"If you take good care of it , it will last you quite a number of years .",neutral
Really ? I ’ ll take it then .,neutral
"Good morning . Vane Theater , at your service .",neutral
Hello . I'm thinking about watching a Chinese traditional opera with a foreign girl . What's on this weekend ?,neutral
"Well , there will be charity performance on Saturday night . And also , there will be a solo concert by an opera star on Sunday night .",neutral
It's a good thing that I have choices here . Can you tell me about the one on Saturday ?,neutral
Sure . It's to raise money for the homeless .,neutral
What about the performance itself ?,neutral
"Oh , it's a reserved opera named ' The Monkey Creates Havoc in Heaven ' .",neutral
"Wow , a story about the clever Monkey King . It's a classic and children's favorite .",neutral
It surely is . And the cast is really the best .,neutral
Wonderful ! How much is the ticket ?,positive
"The price varies according to the seats . 300 for the front , 200 for the middle , and 50 for the back . Which kind would you like ?",neutral
"Two for the front . One last thing , are there any English subtitles for the show ?",neutral
"Yes , we have subtitles both in Chinese and English on the big-screen just beside the stage .",neutral
Terrific . May I stop by to get that two tickets tomorrow afternoon ?,positive
"Sure . And our theater is located on Liberty Avenue , just opposite the biggest guitar store . Can I have your name ?",neutral
B . S-H-I-R-L-E-Y .,neutral
Got it . Thanks for calling . Bye .,positive
"Can I have the menu , please ?",neutral
Sure . Here you are .,positive
Would you show me some table-cloths ?,neutral
Certainly . ( Take a table-cloth to her ),positive
How much is it ?,neutral
A table-cloth of this size and style is 15 Yuan .,neutral
That ’ s reasonable .,neutral
"If you take good care of it , it will last you quite a number of years .",neutral
Really ? I ’ ll take it then .,neutral
Could you please pass me the salt ?,neutral
There you go .,neutral
Can I also take the MET to get there ?,neutral
"Yeah sure , it's much quicker . Do you know how ?",neutral
"No , can I trouble you to lend me a hand ?",neutral
"Ok , not a problem . Let's go to the station .",neutral
"You have to buy a ticket first . You want to go to Shi Da , right ?",neutral
Yeah .,neutral
"Ok , then you need to go to Tai Power Building Station .",neutral
Where is that ?,neutral
Look at the map to see where you are . Then look at where you want to go . The number is how much money you have to pay .,neutral
"Oh , that's simple enough .",neutral
"Then , when you have your ticket , you go wait on the platform .",neutral
Anything else I should know ?,neutral
Just remember to hold on to your ticket . You need it to get out of the station when you get there .,neutral
Have you got change for a thousand ?,neutral
Let me see .,neutral
"Excuse me , I'm a little lost . Which bus do I take to get to Shi Da ?",neutral
"Let's see . From here , you have to take the 278 bus .",neutral
"Oh OK , where do I get off ?",neutral
You should get off at the first Shi Da stop .,neutral
"Ok , thanks ...",positive
"You're new at this , huh ?",neutral
"No , is it difficult ?",neutral
"No , it's quite simple . When you get on , just ask the bus driver when to pay the fare and where you want to get off .",neutral
How much does it cost ?,neutral
"Only 15 NT per section . Oh look , that is your bus .",neutral
"Wow , I can't thank you enough .",positive
Don't mention it .,positive
What can I do for you ?,neutral
I would like to have a roll developed .,neutral
"When do you need them , sir ?",neutral
How about tomorrow morning ?,neutral
No problem . Do you want 3 x 5 or 4 x 6 ?,neutral
The 4 x6 will be OK . Thanks .,neutral
And do you want the glossy or matted finish ?,neutral
I prefer glossy . How much ?,neutral
You pay when you pick them up . I don't need a deposit for just one roll of film .,neutral
Thanks !,positive
Do you develop films here ?,neutral
"Yes , we shall . What size do you like ?",neutral
"Well , the 4 x 6 is fine .",neutral
"Which do you prefer , color or black and white ?",neutral
"The last one is black and white , all the rest should need color .",neutral
OK .,neutral
I hope they will come out well . When should I pick them up ?,neutral
"They will be ready at noon tomorrow . Each negative develops one print , right ?",neutral
"Yes , it is . And develop them as glossy as possible .",neutral
No problem . Do you need another film ?,neutral
"Yes , a roll of Kodak film please .",neutral
It is totally $ 20 including the deposit for films .,neutral
"May I help you , madam ?",neutral
"Yes , where's the meat counter ?",neutral
"Follow me , please . Here it is . What do you want ?",neutral
I need to buy some pork for the party . Give me about one kilogram .,neutral
"OK . Wait a second , please .",neutral
I wonder if the chops are fresh .,neutral
"Yes , of course .",neutral
"One kilogram , too .",neutral
Anything else ?,neutral
"No , thanks .",positive
What can I do for you ?,neutral
I'd like to buy some milk powder . What would you recommend ?,neutral
We have many kinds of different purpose . I wonder whom you are buying for ?,neutral
My son . He is two years old .,neutral
"I see , sir . This one is very good .",neutral
Is it ?,neutral
You may rest assured . It sells well .,neutral
May I have a look at the introduction ?,neutral
Certainly . Here it is .,positive
"Hey , Ann . Wake up . It's time to get out of bed .",neutral
"Oh , Dad . Do I have to get up right now ?",neutral
"Yes , or you'll be late .",neutral
Why didn't my alarm go off today ?,neutral
It went off 30 minutes ago .,neutral
I must have slept right through it .,neutral
Rise and shine .,neutral
OK . I know .,neutral
Ouch ! I just bit my tongue .,negative
"Oh , that hurts .",negative
I think it's bleeding .,negative
Are you going grocery shopping today ?,neutral
"I am , as a matter of fact . Do you have any special requests ?",neutral
"Yes , please get some white bread , thick cut , some ham , not the processed stuff , some gouda cheese , some galla apples and . . .",neutral
Wait . This is sounding like a major list . Why don't you just come with me ?,neutral
"I want to get in shape . I feel like a fence sitter-not really fat , but not really healthy .",neutral
"I know what you mean . I fit into my clothes , but I'm not always comfortable .",neutral
Would you like to get in shape together ?,neutral
What do you have in mind ?,neutral
How about going to the gym ? There's one really close to work .,neutral
I know the one you mean . Do you know how much the memberships are ?,neutral
"As a matter of fact , they are having a promotion right now .",neutral
Let's go after work and take a tour of the facilities .,neutral
Ahahah ! What is that thing on your couch ! It just moved !,positive
Did you think it wasn't real ? That's my pet lizard .,neutral
You have a pet lizard ? Somehow I never would have imagined that .,neutral
His name is Grunt . Come closer and I'll properly introduce you .,neutral
Does it bite or scratch ?,neutral
"No , he's perfectly harmless . And he's not afraid of strangers either . Here , hold him .",positive
Wow . He's heavy ! And his skin feels really cool .,positive
Stick around and you'll get to know him better . He has a very unusual personality .,positive
Mom . I have to go school shopping . There's only one more week left .,neutral
Do you need money or what ?,neutral
I have this list of stuff that I need and I only have half the dough .,neutral
Half the dough huh . Well . How would you like to earn the other half ?,neutral
Do I have a choice ? Uh . That's a no . What can I do ?,neutral
I thought you'd never ask . The lawn needs to be mowed and the garage deserves to be cleaned .,neutral
"We can't go that way , the road is blocked for the next few days .",neutral
"Oh , that's right . They're filming a movie up there , aren't they ?",neutral
"Some high speed chase scene , I think .",neutral
I wonder how all the businesses in the area feel about that .,neutral
I think that they get a pretty good payoff .,neutral
The movie company has to pay them ?,neutral
"I don't know about all of that , but think about it , their business gets free publicity !",positive
"Oh , yeah , they get to be in a movie for the whole world to see !",positive
"May I help you , sir ?",neutral
"Yes , I have many things to buy . I would like to choose the cleaning milk first .",neutral
All right . What is your type of skin ?,neutral
Dry . That's my problem .,neutral
"You can use this . It has special effect for keeping your face moisturized . It has this lotion , as a gift attached .",neutral
Sounds good . What about shampoo ? I would like to buy the product that prevents scurf .,neutral
How about this one ? It is well-known for the effect of removing scurf .,neutral
Is it a newcomer ?,neutral
"Yes , it is a new brand .",neutral
I do not care the brand as long as it works well .,neutral
Anything else ?,neutral
"I want to buy the toothpaste , the brand of Jiajieshi .",neutral
"Yes , here you are .",neutral
Welcome . May I help you ?,neutral
"Use , I want a eye-shadow .",neutral
We have different colours of eye-shadow . May I know what colour you usually wear ?,neutral
"Purple . But today , I'm thinking of buying one in a bright colour .",neutral
"Yes , I see . How do you like this one ?",neutral
May I have a try ?,neutral
Certainly .,positive
It's still too dark . Any brighter colours ?,neutral
"Not from this brand , I'm afraid .",negative
What about other brands ?,neutral
How about this one ?,neutral
"Oh , that's the very thing I need .",positive
"Hey , Mom , look what I found !",neutral
Good heavens ! Don't bring that frog in the house .,negative
Who ate the cookies that were sitting here ?,neutral
"I did , Mom .",neutral
Shame on you . I was saving them for your brother .,negative
Can you tell me what's included in your warranty ?,neutral
Certainly . The product has a two-year guarantee . If it breaks down during that period we offer a replacement unit completely free of charge . Our products are very reliable but we recommend you take out an extended warranty . This covers you for a further two years .,neutral
I see . What does that include ?,neutral
"It covers all parts and labour , except for normal wear and tear of course .",neutral
What sort of response time do you guarantee ?,neutral
"Our engineers are on call 24 hours a day . We guarantee someone will be with you within four hours , but in practice it's often much sooner .",neutral
Are there any exclusions ?,neutral
Not really . It's a very comprehensive warranty . I ’ ll put a copy in the post to you and you can read through the small print .,neutral
"I'm so sorry about your brother , Mr . Wang .",negative
"Thanks , Jane .",positive
"If you need any help , just let me know .",neutral
I need something to wash this down . Is there any juice in the fridge ?,neutral
What is that ? It looks like something from a swamp !,positive
It's a green drink . It's supposed to be full of vitamins and minerals .,neutral
"You know , healthy eating doesn't have to make you gag .",neutral
"The sales lady said that even if I eat right , I wouldn't get enough vitamins .",neutral
Have you ever tried it ? Or are you just going to believe the sales lady ?,neutral
It's easier to drink this once a day than eat fruit and vegetables all day .,neutral
"It may take less time , but I don't know about easier . Yuck .",neutral
"Hey , young lady , get back here and have some breakfast .",neutral
Dad ! I don't have time ! I'll be late for school !,neutral
You won't make it through the day without breakfast .,neutral
"Dad , I never eat breakfast .",neutral
Breakfast is brain food . Maybe that's why your grades are Suffering .,neutral
Uh ! Dad !,negative
"Don't ' Uh , Dad ' me . Sit down and have some lovely breakfast .",neutral
Alright . You win . Please pass the brain food .,neutral
What do you think about all the different diets that people go on ?,neutral
I don't think dieting is good for you . It's much better to eat a balanced diet and to never get overweight to begin with !,neutral
But what do you think about people who are obese ? What should they do to lose weight ?,neutral
"They need to eat healthy foods , but they also have to increase the amount of physical exercise every day . They don't have to cut out fattening foods altogether , though .",neutral
"So you think it's OK for people who are dieting to eat chocolate , don't you ?",neutral
"Sure , they can eat some chocolate . As long as they are exercising and eating mostly healthy foods , there's nothing wrong with having a small dessert .",neutral
How about drinking soda ?,neutral
Many people gain weight by drinking far too much soda . Soda should be treated seriously ; there's simply no nutritional value in it whatsoever .,neutral
And have you ever tried taking vitamins ?,neutral
"I used to take vitamins every day , but I don't take them anymore . Vitamins are good as a supplement , but they don't do much good if you don't have a well-balanced diet to start .",neutral
How do you know so much about food and dieting ?,neutral
"You might not believe this , but I used to be twice the size that I am now !",neutral
"Would you like to have some icecream ? I've got a variety of flavors for you to choose from . I've got strawberry , peach , chocolate , coffee , vanilla and praline .",neutral
"Wow ! So many choices you have ! I wish I could , but I just can't . I'm on a diet to lose weight .",positive
"Come on , just a bite . It doesn't really hurt to have just a bite .",neutral
I'd better not . Please don't tempt me . Please !,neutral
Gee ! You are really strong-willed .,neutral
You're damn right . I'm not so easily coaxed into doing something that I think is wrong .,neutral
"Well , I'd better not tempt you . Otherwise , if I give you a piece of cake , you might ask for a glass of milk .",neutral
"Can you help me out , Chuck ?",neutral
"Sure . What's it , Yvonne ?",neutral
"I want to put my desk over there , but it's too heavy for me to move .",neutral
"Okay , you take one end and I'll take the other .",neutral
It's time to go . Are you ready ?,neutral
Almost . Let me get my bag .,neutral
How do you put this seat back ? I know there is a lever somewhere .,neutral
What are you doing ?,neutral
"I'm getting dressed , what does it look like ?",neutral
It looks like you are about to get dressed . Did you forget we are in a car on the road ?,neutral
I'm good at this . Nobody will see anything .,neutral
Are you kidding ? You're going to cause an accident just from people gawking !,neutral
"All right , pull over at that service station and I'll dress in the ladies ' room .",neutral
That will be my pleasure .,positive
"Mark , can you dress the twins for me while I take a shower ?",neutral
You don't know what you are asking !,negative
Please ! You can do it . Their clothes are all laid out on the bed .,neutral
Remember what happened last time ?,neutral
Are you referring to KC getting her head stuck in the pant leg ?,neutral
Yes . That was a bit terrifying for both of us .,neutral
Don't worry ! Today they are wearing dresses !,neutral
"Oh , in that case , sure ! Uh ... what are these long sock-looking things ?",neutral
Hello . Welcome !,neutral
Hello . I'd like to have my nails manicured .,neutral
This way please . We offer multiple manicure services here . Do you want a full service ?,neutral
I don't need the full service .,neutral
But the full service will make your nails look much prettier and it is on discount now .,neutral
"No , thanks . All I need is painting and polishing .",neutral
OK . Please sit down . I hope you will be satisfied with our service .,neutral
Thanks very much .,positive
"You have a lovely house , Jack .",neutral
Thank you . But a number of things have been going wrong lately .,negative
That's too bad . What problems are you having .,negative
"Oh , the whole house needs re-painting for starters . The carpet in the living room is worn out , and I'd like to put in new wall-to-wall carpeting . Last week , I had to call the plumber to fix the toilet . Anyway , all par for the course when you own a house , I guess . I think I am going to hire an interior decorator to look the place over .",neutral
I've studied home decoration as a hobby . Could I make some suggestions ?,neutral
Go right ahead .,neutral
"Well , I think a crystal chandelier would look great in your living room , and maybe some new drapes for the windows . Also , a grandfather clock would look great in the den . Perhaps you could buy some potted plants for the dining room",neutral
"Wow , you really do have a talent for this , Alice . Thanks for the suggestions .",positive
"You are welcome , Jack . Glad to be of help .",positive
Would you like a piece of birthday cake ?,neutral
"No , thanks , I'll pass . It looks very tempting though .",neutral
I thought strawberry cake with cream cheese frosting was your favorite ?,neutral
It is . I'm on a diet and strawberry cream cheese cake is not on it .,neutral
A diet ? What for ? You are in great shape .,neutral
I went to the doctor the other day . My cholesterol is up .,neutral
Oooo . This sounds serious .,negative
Not too serious . But he gave me a strict diet to help bring it down .,neutral
"Are you ready to order yet , sir ?",neutral
"Yes , I think so . I ’ d like to have one medium steak , and a bottle of wine .",neutral
"Yes , sir . It'll be a moment .",neutral
Ok .,neutral
"Mom , are those tattoos on your brows ?",neutral
"Uh , yes , they are .",neutral
Moooooommmmm ! You're so in ! Anything else you've been keeping from me ?,neutral
What ?,neutral
"Oh , for Pete's sake . This is cosmetic . My brows are falling out . I did this for convenience .",neutral
Come on mom . I'm your A ! Wait till the guys hear about this !,negative
"Mike , don't even think about it !",neutral
"Oh , my god ! I look so old . I look as if I were 40 . I think it's time for some plastic surgeries . I'm tired of these wrinkles and sagging skin .",neutral
I don't see any wrinkles or sagging skin ! You'd better stop being so ridiculous .,neutral
Anyway I think I need a nose job and some breast implants as well .,neutral
"I think you need to get a brain surgery . Honestly speaking , you look charming .",neutral
I know what you mean . I just want to make myself more attractive .,neutral
"You are fine the way you are . Besides , plastic surgery hurts .",neutral
Really ?,positive
Sure it is . So you'd better get rid of this idea .,neutral
I only want a little off the top and the sides and back to have clean lines .,neutral
Okay . Is your hair naturally curly or is it a perm ?,neutral
It's natural . My friend told me you know how to work with curls .,neutral
That's my specialty . Let me put this around your neck .,neutral
Do you have any product that controls frizz ?,neutral
"With the cut I'll give you , we will minimize a lot of that .",neutral
Thank you !,positive
"And when we're done , I'll show you some great stuff to take care of the rest .",positive
What can I do for you ?,neutral
"I am looking for cologne , small bottle . Can I see that one in the glass shelf ?",neutral
"Yes , of course , this one costs 260 yuan .",neutral
It's too expensive .,negative
If you think it's expensive . You can look at this one .,neutral
What's the difference between the two ?,neutral
It's difficult to explain . But this one is really cheap .,neutral
Let me see .,neutral
"Excuse me , could you tell me how much is the lipstick ?",neutral
It costs only 25 yuan .,neutral
"Oh , it's too expensive . Can't you make it any cheaper ?",neutral
The price is reasonable because the quality is super .,neutral
But the price is too high .,neutral
"How much would you like it to be , then ?",neutral
What about 15 yuan ?,neutral
"Let's meet half way , 20 yuan , OK ?",neutral
"All right , I'll take it .",neutral
I think you've got a real bargain .,neutral
Thank you .,positive
"Good morning , sir . Can I help you ?",neutral
Good morning . I'm interested in antiques . Do you have any ?,neutral
"Yes , we have a great variety of Chinese antiques .",neutral
What do you have ?,neutral
"Well , we have some painting and some porcelain . Which do you like better ?",neutral
I'd like porcelain .,neutral
Good . How about the table set ?,neutral
"Oh , it looks well . I like it very much .",positive
It's made in Jingdezhen .,neutral
How much is it ?,neutral
One thousand eight hundred yuan .,neutral
It's not expensive . I'll take it .,positive
"Good morning , Madam . What can I do for you ?",neutral
Can you show me some traditional Chinese arts and crafts ?,neutral
Maybe sandalwood fan is good .,neutral
Would you show me some ?,neutral
Of course .,neutral
They really smell fragrant . How much is a real sandalwood fan ?,neutral
The small ones are one hundred yuan for each . And the big ones are two hundred and thirty yuan .,neutral
I'll take two small ones and a big one .,neutral
What else are you interested in ?,neutral
I'm afraid not .,neutral
OK . Here you are .,positive
I would like to buy some local handcrafts as gifts to my friends and relatives .,neutral
"There are many stores selling handcrafts in Paris . Our store is wellknown for vase , table wear and jewelry boxes . You can take your time and choose whatever you like .",neutral
"Well , the tapestry is delicate and beautiful .",positive
"You have made an excellent choice , it is our newcomer . The tapestry is on hot sell with the design and quality . The design on it is traditional Paris architecture .",neutral
How much is it ?,neutral
100 frances .,neutral
"Mmm , it is reasonable . Look at this set of table wear , it is so beautiful !",positive
We have a piece of table clothing to go with it . It is a brocade one with pretty stars .,neutral
This silver vase is a good ornament for the living room .,neutral
You are right .,neutral
"I will take the tapestry , the set of table wear and the vase .",neutral
OK . Do you like these candles ? They are on sale now .,neutral
All right . I will take one .,positive
Did you ever buy food from the snack stands near our hotel ?,neutral
"Yes , several times .",neutral
How do you like them ?,neutral
Not bad .,neutral
I always have the temptation to eat something there .,neutral
"Then , why didn't you do that ?",neutral
I don't know how much we can trust them . Do you have any ideas ?,neutral
"Some of them , I think , are not good .",neutral
It doesn't taste good ?,neutral
"No , I mean some of them are not clean enough .",neutral
That's my greatest concern . But how can you tell which one is clean ?,neutral
I judge by appearances .,neutral
I got it . I think it's worth trying .,neutral
It certainly is .,neutral
"I'd like to try some kebab , roasted squid , and many different appealing things .",neutral
"Don't try everything at one time , please .",neutral
I see . Thank you .,positive
It is my first time coming to China . I want to buy something unique of China to my friends as gifts .,neutral
We have a great variety of Chinese antiques and porcelain . Do you like them ?,positive
"Yes , I love them , but they are fragile . It is not convenient to take them .",neutral
You are right . How about paintings and embroidered handkerchiefs ?,positive
Sounds good . May I have a look ?,positive
